BARRID,SED-CUS,LOCID,NAME,HBETA,PBETA,SRISK%,TRISK%,COUNTRY,BETA,MOMENTUM,SIZE,EARNYILD,RESVOL,GROWTH,BTOP,LEVERAGE,LIQUIDTY,SIZENL,INDNAME,IND,PRICE,CAPITALIZATION,YLD%,ESTU,ISOCURR,INTRA_MONTH_ADDITION,
CHNADA2,,CN600626,SHANGHAISHENDACOLTD,0.853,0.958,29.661,41.722,1.000,-0.514,-2.228,-2.397,-1.133,-0.740,-0.165,1.338,1.954,-0.928,-0.120,RETAIL,22,4.070,3468825656.120,0.581,0,CNY,0,
CHNADB1,,CN600653,LIAONINGSHENHUAHOLDINGSCOLTD,0.860,1.029,33.562,44.064,1.000,-0.489,-1.295,-2.362,-1.606,0.096,-1.020,0.186,2.120,-0.063,-0.034,RETAIL,22,1.850,3600803586.450,0.000,1,CNY,0,
CHNADC1,,CN000507,ZHUHAIPORTCOLTD,0.727,0.870,23.157,33.161,1.000,-0.962,-1.044,-2.027,0.348,-0.906,0.087,1.731,0.588,-0.445,0.623,RDRLTRAN,16,5.540,5154553918.300,0.858,1,CNY,0,
CHNADC2,,CN000507,ZHUHAIPORTCOLTD,0.727,0.870,23.157,33.161,1.000,-0.962,-1.044,-2.027,0.348,-0.906,0.087,1.731,0.588,-0.445,0.623,RDRLTRAN,16,5.540,5154553918.300,0.858,0,CNY,0,
CHNADD1,,CN000001,PINGANBANKCOLTD,0.823,0.751,22.708,31.660,1.000,-0.622,0.511,1.080,0.608,-0.021,-0.433,1.007,1.892,0.117,-0.604,BANKS,27,18.710,363084729484.580,1.104,1,CNY,0,
CHNADD2,,CN000001,PINGANBANKCOLTD,0.823,0.751,22.708,31.660,1.000,-0.622,0.511,1.080,0.608,-0.021,-0.433,1.007,1.892,0.117,-0.604,BANKS,27,18.710,363084729484.580,1.104,0,CNY,0,
CHNADE1,,CN600678,SICHUANGOLDENSUMMIT,1.317,1.242,34.375,48.403,1.000,1.128,-1.379,-2.837,-0.475,-0.815,1.995,-1.202,-1.196,1.133,-1.542,CONMAT,3,6.200,2163738000.000,0.000,1,CNY,0,
CHNADF1,,CN000506,ZHONGRUNRESOURCES,0.989,1.105,33.089,46.498,1.000,-0.032,-2.068,-2.745,-1.061,0.247,-2.249,-0.182,0.164,0.200,-1.192,MTLMIN,4,2.570,2387575645.770,0.000,1,CNY,0,
CHNADF2,,CN000506,ZHONGRUNRESOURCES,0.989,1.105,33.089,46.498,1.000,-0.032,-2.068,-2.745,-1.061,0.247,-2.249,-0.182,0.164,0.200,-1.192,MTLMIN,4,2.570,2387575645.770,0.000,0,CNY,0,
CHNADH1,,CN600608,SHANGHAIBROADBANDTECHNOLOGYCOLT,0.363,0.436,25.662,33.186,1.000,-2.250,-0.929,-3.236,-0.908,-0.979,1.407,-1.274,0.045,-2.176,-2.525,MTLMIN,4,4.290,1410815453.190,0.000,1,CNY,0,
CHNADJ1,,CN600667,WUXITAIJIINDUSTRYCOLTD,1.332,1.226,31.430,42.965,1.000,1.182,-0.129,-0.688,-0.273,-0.876,0.092,-0.424,0.226,0.672,0.896,HDWRSEMI,31,10.290,21672696931.620,1.372,1,CNY,0,
CHNADJ2,,CN600667,WUXITAIJIINDUSTRYCOLTD,1.332,1.226,31.430,42.965,1.000,1.182,-0.129,-0.688,-0.273,-0.876,0.092,-0.424,0.226,0.672,0.896,HDWRSEMI,31,10.290,21672696931.620,1.372,0,CNY,0,
CHNADL1,,CN600600,TSINGTAOBREWERYCOLTD,0.885,1.018,28.846,43.659,1.000,-0.400,1.065,0.854,-0.878,1.440,-0.399,-0.865,-1.158,0.800,-0.502,BEV,24,98.090,69556954691.530,0.604,1,CNY,0,
CHNADL4,,CN600600,TSINGTAOBREWERYCOLTD,0.885,1.018,28.846,43.659,1.000,-0.400,1.065,0.854,-0.878,1.440,-0.399,-0.865,-1.158,0.800,-0.502,BEV,24,98.090,69556954691.530,0.604,0,CNY,0,
CHNADN1,,CN000521,CHANGHONGMEILINGCOLTD,0.768,0.971,31.728,41.643,1.000,-0.816,-0.880,-2.362,-0.845,-0.228,-0.307,2.729,0.082,0.446,-0.034,HOUSEDUR,18,3.740,3297684714.940,1.515,1,CNY,0,
CHNADO1,,CN000501,WUHANDEPARTMENTSTOREGROUPCOLTD,1.284,1.431,38.782,52.249,1.000,1.012,-1.031,-1.458,1.253,0.554,-0.546,1.750,-0.321,0.761,1.118,RETAIL,22,12.340,9489370300.540,1.745,1,CNY,0,
CHNADO2,,CN000501,WUHANDEPARTMENTSTOREGROUPCOLTD,1.284,1.431,38.782,52.249,1.000,1.012,-1.031,-1.458,1.253,0.554,-0.546,1.750,-0.321,0.761,1.118,RETAIL,22,12.340,9489370300.540,1.745,0,CNY,0,
CHNADP1,,CN600601,FOUNDERTECHNOLOGYGROUPCOLTD,1.060,1.172,37.029,47.481,1.000,0.219,-0.635,-1.433,-1.378,0.365,-1.788,-0.784,0.299,0.262,1.124,HDWRSEMI,31,4.440,9745316945.760,0.000,1,CNY,0,
CHNADP2,,CN600601,FOUNDERTECHNOLOGYGROUPCOLTD,1.060,1.172,37.029,47.481,1.000,0.219,-0.635,-1.433,-1.378,0.365,-1.788,-0.784,0.299,0.262,1.124,HDWRSEMI,31,4.440,9745316945.760,0.000,0,CNY,0,
CHNADQ1,,CN000028,CHINANATIONALACCORDMEDICINESCOR,0.871,0.993,28.090,38.501,1.000,-0.452,-0.847,-0.744,0.696,0.004,-0.266,0.640,-0.291,0.255,0.936,HEALTH,26,51.800,19333961914.400,1.213,1,CNY,0,
CHNADQ4,,CN000028,CHINANATIONALACCORDMEDICINESCOR,0.871,0.993,28.090,38.501,1.000,-0.452,-0.847,-0.744,0.696,0.004,-0.266,0.640,-0.291,0.255,0.936,HEALTH,26,51.800,19333961914.400,1.213,0,CNY,0,
CHNADS1,,CN600655,SHANGHAIYUYUANTOURISTMARTCOLTD,0.892,0.869,22.878,32.201,1.000,-0.377,-0.197,-0.245,1.542,-0.596,-0.791,1.433,1.097,-1.540,0.503,RETAIL,22,8.970,34834981222.080,3.208,1,CNY,0,
CHNADS2,,CN600655,SHANGHAIYUYUANTOURISTMARTCOLTD,0.892,0.869,22.878,32.201,1.000,-0.377,-0.197,-0.245,1.542,-0.596,-0.791,1.433,1.097,-1.540,0.503,RETAIL,22,8.970,34834981222.080,3.208,0,CNY,0,
CHNADU1,,CN600677,AEROSPACECOMMUNICATIONSHOLDINGCO,,1.261,43.559,59.567,1.000,0.647,-3.681,-3.136,-3.053,-0.184,-1.810,-1.853,-0.459,1.195,-2.525,HDWRSEMI,31,3.010,1570593017.000,0.000,1,CNY,0,
CHNADU2,,CN600677,AEROSPACECOMMUNICATIONSHOLDINGCO,,1.261,43.559,59.567,1.000,0.647,-3.681,-3.136,-3.053,-0.184,-1.810,-1.853,-0.459,1.195,-2.525,HDWRSEMI,31,3.010,1570593017.000,0.000,0,CNY,0,
CHNADV1,,CN000006,SHENZHENZHENYEGROUPCOLTD,1.244,1.245,38.081,49.212,1.000,0.871,-0.763,-1.684,1.295,-0.314,-0.788,1.496,1.651,0.051,1.005,REALEST,29,5.520,7451971754.160,3.124,1,CNY,0,
CHNADV2,,CN000006,SHENZHENZHENYEGROUPCOLTD,1.244,1.245,38.081,49.212,1.000,0.871,-0.763,-1.684,1.295,-0.314,-0.788,1.496,1.651,0.051,1.005,REALEST,29,5.520,7451971754.160,3.124,0,CNY,0,
CHNADW1,,CN600641,SHANGHAIWANYEENTERPRISESCOLTD,1.583,1.397,43.618,54.734,1.000,2.069,-0.507,-0.925,-0.816,-0.431,-0.976,-0.122,-1.180,0.509,1.045,REALEST,29,17.540,16802099286.160,0.000,1,CNY,0,
CHNADW2,,CN600641,SHANGHAIWANYEENTERPRISESCOLTD,1.583,1.397,43.618,54.734,1.000,2.069,-0.507,-0.925,-0.816,-0.431,-0.976,-0.122,-1.180,0.509,1.045,REALEST,29,17.540,16802099286.160,0.000,0,CNY,0,
CHNADY1,,CN000026,FIYTAPRECISIONTECHNOLOGYCOLTD,1.347,1.373,50.908,60.853,1.000,1.233,-0.577,-2.105,0.360,0.329,-0.218,0.286,-0.838,0.896,0.497,LEISLUX,19,12.080,4362980482.480,1.652,1,CNY,0,
CHNADZ1,,CN000025,SHENZHENTELLUSHOLDINGCOLTD,1.003,1.106,31.314,42.388,1.000,0.015,-1.785,-1.716,-0.472,-0.609,0.717,-0.907,-1.196,-0.168,0.980,RETAIL,22,17.950,7050370844.000,0.222,1,CNY,0,
CHNADZ3,,CN000025,SHENZHENTELLUSHOLDINGCOLTD,1.003,1.106,31.314,42.388,1.000,0.015,-1.785,-1.716,-0.472,-0.609,0.717,-0.907,-1.196,-0.168,0.980,RETAIL,22,17.950,7050370844.000,0.222,0,CNY,0,
CHNAEA1,,CN600860,BEIJINGJINGCHENGMACHINERYELCCO,0.549,0.743,35.760,43.555,1.000,-1.589,-1.479,-2.890,-1.677,0.788,-0.315,-0.566,-0.786,-2.695,-1.756,MACH,11,4.000,1940000000.000,0.000,1,CNY,0,
CHNAEA3,,CN600860,BEIJINGJINGCHENGMACHINERYELCCO,0.549,0.743,35.760,43.555,1.000,-1.589,-1.479,-2.890,-1.677,0.788,-0.315,-0.566,-0.786,-2.695,-1.756,MACH,11,4.000,1940000000.000,0.000,0,CNY,0,
CHNAEB1,,CN600695,SHANGHAIGREENCOURTINVESTMENTGPC,1.473,1.572,42.586,60.454,1.000,1.681,-2.063,-2.443,-0.495,-0.789,-2.579,-0.933,-0.916,1.350,-0.239,DVFININS,28,7.310,2678874881.120,0.000,1,CNY,0,
CHNAEC1,,CN600843,SHANGGONGGROUPCOLTD,0.784,0.764,24.174,33.173,1.000,-0.758,-1.315,-2.688,-0.409,-1.472,-0.461,0.682,-0.187,-1.837,-0.990,MACH,11,6.400,1949733440.000,0.000,1,CNY,0,
CHNAED2,,CN600835,SHANGHAIMECHANICAL&ELECTRICINDU,0.923,1.000,35.108,42.028,1.000,-0.267,0.849,-0.880,0.171,0.001,-0.512,0.467,-1.170,-0.228,1.021,MACH,11,19.200,15484882560.000,1.883,1,CNY,0,
CHNAED3,,CN600835,SHANGHAIMECHANICAL&ELECTRICINDU,0.923,1.000,35.108,42.028,1.000,-0.267,0.849,-0.880,0.171,0.001,-0.512,0.467,-1.170,-0.228,1.021,MACH,11,19.200,15484882560.000,1.883,0,CNY,0,
CHNAEE1,,CN600816,ANXINTRUSTCOLTD,0.425,1.155,47.931,62.176,1.000,-2.028,-3.681,-1.626,-0.546,2.380,-3.355,0.109,-1.136,-1.321,1.044,DVFININS,28,1.450,7930249982.550,0.000,1,CNY,0,
CHNAEE2,,CN600816,ANXINTRUSTCOLTD,0.425,1.155,47.931,62.176,1.000,-2.028,-3.681,-1.626,-0.546,2.380,-3.355,0.109,-1.136,-1.321,1.044,DVFININS,28,1.450,7930249982.550,0.000,0,CNY,0,
CHNAEF1,,CN600819,SHANGHAIYAOHUAPILKINGTONGLASSCO,0.725,0.808,28.730,38.312,1.000,-0.968,-0.577,-2.191,0.956,-0.902,0.922,1.028,-0.642,-0.844,0.339,CONMAT,3,5.080,3796873620.360,1.411,1,CNY,0,
CHNAEG2,,CN600871,SINOPECOILFIELDSERVICECORP,0.545,0.758,26.459,33.854,1.000,-1.605,-1.291,-0.350,-0.423,0.499,-0.304,-0.773,0.327,-1.116,0.605,ENERGY,1,2.100,28495694957.100,0.000,1,CNY,0,
CHNAEG4,,CN600871,SINOPECOILFIELDSERVICECORP,0.545,0.758,26.459,33.854,1.000,-1.605,-1.291,-0.350,-0.423,0.499,-0.304,-0.773,0.327,-1.116,0.605,ENERGY,1,2.100,28495694957.100,0.000,0,CNY,0,
CHNAEH2,,CN600841,SHANGHAIDIESELENGINECOLTD,0.501,0.893,35.300,42.317,1.000,-1.760,-0.275,-1.870,-0.330,1.352,0.211,0.082,-0.965,-0.922,0.832,MACH,11,9.880,5156298196.400,0.423,1,CNY,0,
CHNAEI1,,CN000039,CHINAINTERNTNLMARINECONTAINERSG,1.021,1.129,40.652,48.636,1.000,0.080,1.544,0.013,-0.498,0.998,-0.725,0.715,2.275,1.308,0.239,MACH,11,15.330,23533415047.800,0.815,1,CNY,0,
CHNAEI4,,CN000039,CHINAINTERNTNLMARINECONTAINERSG,1.021,1.129,40.652,48.636,1.000,0.080,1.544,0.013,-0.498,0.998,-0.725,0.715,2.275,1.308,0.239,MACH,11,15.330,23533415047.800,0.815,0,CNY,0,
CHNAEJ1,,CN600658,BEIJINGELECTRONICZONEHIGH-TECHG,0.847,1.034,40.795,49.113,1.000,-0.536,-0.747,-1.805,1.003,0.271,-0.838,1.804,1.818,-0.300,0.901,REALEST,29,5.850,6543722513.250,2.182,1,CNY,0,
CHNAEJ2,,CN600658,BEIJINGELECTRONICZONEHIGH-TECHG,0.847,1.034,40.795,49.113,1.000,-0.536,-0.747,-1.805,1.003,0.271,-0.838,1.804,1.818,-0.300,0.901,REALEST,29,5.850,6543722513.250,2.182,0,CNY,0,
CHNAEK1,,CN600839,SICHUANCHANGHONGELECTRICCOLTD,1.133,1.085,29.287,39.704,1.000,0.477,-0.898,-1.131,-0.273,-1.290,0.449,1.655,0.257,0.114,1.122,HOUSEDUR,18,2.920,13479433128.240,0.344,1,CNY,0,
CHNAEK2,,CN600839,SICHUANCHANGHONGELECTRICCOLTD,1.133,1.085,29.287,39.704,1.000,0.477,-0.898,-1.131,-0.273,-1.290,0.449,1.655,0.257,0.114,1.122,HOUSEDUR,18,2.920,13479433128.240,0.344,0,CNY,0,
CHNAEL1,,CN600827,SHANGHAIBAILIANGROUPCOLTD,1.327,1.339,53.816,62.864,1.000,1.164,-0.365,-0.695,-0.116,1.052,-0.407,1.066,1.224,0.474,0.902,PERSPRD,23,12.820,20569047974.400,0.762,1,CNY,0,
CHNAEL3,,CN600827,SHANGHAIBAILIANGROUPCOLTD,1.327,1.339,53.816,62.864,1.000,1.164,-0.365,-0.695,-0.116,1.052,-0.407,1.066,1.224,0.474,0.902,PERSPRD,23,12.820,20569047974.400,0.762,0,CNY,0,
CHNAEM1,,CN000539,GUANGDONGELECTRICPOWERDEVELOPMNT,0.473,0.523,20.248,28.534,1.000,-1.861,-0.856,-0.856,1.142,-1.030,-0.917,2.729,2.238,-2.817,1.007,UTILITIE,32,3.730,16605497427.780,3.125,1,CNY,0,
CHNAEM4,,CN000539,GUANGDONGELECTRICPOWERDEVELOPMNT,0.473,0.523,20.248,28.534,1.000,-1.861,-0.856,-0.856,1.142,-1.030,-0.917,2.729,2.238,-2.817,1.007,UTILITIE,32,3.730,16605497427.780,3.125,0,CNY,0,
CHNAEN1,,CN600640,BESTTONEHOLDINGCOLTD,1.396,1.321,40.450,52.943,1.000,1.407,-2.403,-1.259,-0.895,-0.521,-1.320,-0.196,-1.161,-0.775,1.141,RETAIL,22,14.770,11752429033.800,0.376,1,CNY,0,
CHNAEN2,,CN600640,BESTTONEHOLDINGCOLTD,1.396,1.321,40.450,52.943,1.000,1.407,-2.403,-1.259,-0.895,-0.521,-1.320,-0.196,-1.161,-0.775,1.141,RETAIL,22,14.770,11752429033.800,0.376,0,CNY,0,
CHNAEO1,,CN600863,INNERMONGOLIAMENGDIANHN(THE),0.491,0.608,23.526,29.815,1.000,-1.796,-0.568,-1.039,1.380,-0.855,-0.014,1.172,2.487,-1.639,1.094,UTILITIE,32,2.560,14869831147.520,4.846,1,CNY,0,
CHNAEO3,,CN600863,INNERMONGOLIAMENGDIANHN(THE),0.491,0.608,23.526,29.815,1.000,-1.796,-0.568,-1.039,1.380,-0.855,-0.014,1.172,2.487,-1.639,1.094,UTILITIE,32,2.560,14869831147.520,4.846,0,CNY,0,
CHNAEP1,,CN600836,SHANGHAIELIANSYINDUSTRYGROUPCO,0.498,0.842,42.837,49.648,1.000,-1.772,-1.053,-2.376,0.499,0.962,-3.019,-0.464,-0.469,-0.446,-0.069,COMSERV,13,5.350,3545728935.200,0.000,1,CNY,0,
CHNAEQ1,,CN600826,SHANGHAILANSHENGCORP,0.697,0.701,24.410,32.209,1.000,-1.067,-1.183,-2.018,-0.630,-1.473,-0.628,1.293,-1.189,-1.923,0.638,TRDDIST,12,9.720,5209151099.400,1.339,1,CNY,0,
CHNAEQ2,,CN600826,SHANGHAILANSHENGCORP,0.697,0.701,24.410,32.209,1.000,-1.067,-1.183,-2.018,-0.630,-1.473,-0.628,1.293,-1.189,-1.923,0.638,TRDDIST,12,9.720,5209151099.400,1.339,0,CNY,0,
CHNAER1,,CN600834,SHANGHAISHENTONGMETROCOLTD,1.364,1.295,51.400,60.875,1.000,1.295,-1.239,-2.162,-0.609,-0.297,-1.008,-0.344,1.298,-0.235,0.396,RDRLTRAN,16,9.350,4463520765.000,0.449,1,CNY,0,
CHNAES1,,CN600812,NORTHCHINAPHARMACEUTICALCOLTD,1.052,1.235,52.691,62.092,1.000,0.191,-1.724,-0.917,-0.937,1.178,0.022,-0.305,1.263,0.494,1.041,HEALTH,26,10.390,16944061134.310,0.300,1,CNY,0,
CHNAET1,,CN600811,ORIENTGROUPINC,0.939,1.038,27.091,38.585,1.000,-0.212,-0.993,-1.068,0.078,-0.266,-0.191,2.729,1.814,-0.220,1.104,TRDDIST,12,3.880,14412555361.120,0.000,1,CNY,0,
CHNAET2,,CN600811,ORIENTGROUPINC,0.939,1.038,27.091,38.585,1.000,-0.212,-0.993,-1.068,0.078,-0.266,-0.191,2.729,1.814,-0.220,1.104,TRDDIST,12,3.880,14412555361.120,0.000,0,CNY,0,
CHNAEV1,,CN600649,SHANGHAISMIHOLDINGCOLTD,0.532,0.591,23.526,32.586,1.000,-1.650,-0.938,-1.096,-0.394,-1.266,-1.861,2.729,1.674,-1.854,1.113,REALEST,29,5.530,13988553256.020,1.288,1,CNY,0,
CHNAEV2,,CN600649,SHANGHAISMIHOLDINGCOLTD,0.532,0.591,23.526,32.586,1.000,-1.650,-0.938,-1.096,-0.394,-1.266,-1.861,2.729,1.674,-1.854,1.113,REALEST,29,5.530,13988553256.020,1.288,0,CNY,0,
CHNAEX1,,CN600642,SHENERGYCOLTD,0.481,0.536,20.704,27.534,1.000,-1.832,-0.591,-0.501,1.415,-1.056,-0.472,2.157,1.567,-2.087,0.744,UTILITIE,32,5.390,26475886523.240,3.943,1,CNY,0,
CHNAEX2,,CN600642,SHENERGYCOLTD,0.481,0.536,20.704,27.534,1.000,-1.832,-0.591,-0.501,1.415,-1.056,-0.472,2.157,1.567,-2.087,0.744,UTILITIE,32,5.390,26475886523.240,3.943,0,CNY,0,
CHNAEY1,,CN600666,AURORAOPTOELECTRONICSCOLTD,0.525,0.848,41.815,51.578,1.000,-1.677,-2.627,-3.136,-0.062,1.119,-2.783,-0.306,0.759,-1.488,-2.525,MACH,11,1.280,1570977587.200,0.000,1,CNY,0,
CHNAEY2,,CN600666,AURORAOPTOELECTRONICSCOLTD,0.525,0.848,41.815,51.578,1.000,-1.677,-2.627,-3.136,-0.062,1.119,-2.783,-0.306,0.759,-1.488,-2.525,MACH,11,1.280,1570977587.200,0.000,0,CNY,0,
CHNAEZ1,,CN600846,SHANGHAITONGJISCIENCE&TECHIND,1.001,0.959,24.765,35.218,1.000,0.008,-0.813,-2.023,1.869,-1.777,0.457,0.412,-0.045,-0.007,0.630,CNSTENG,8,8.290,5179272967.640,4.014,1,CNY,0,
CHNAEZ2,,CN600846,SHANGHAITONGJISCIENCE&TECHIND,1.001,0.959,24.765,35.218,1.000,0.008,-0.813,-2.023,1.869,-1.777,0.457,0.412,-0.045,-0.007,0.630,CNSTENG,8,8.290,5179272967.640,4.014,0,CNY,0,
CHNAFA1,,CN000543,ANHUIWENERGYCOLTD,0.673,0.748,21.200,31.266,1.000,-1.151,-0.873,-1.501,2.013,-1.612,-0.748,2.729,1.684,-0.612,1.104,UTILITIE,32,4.000,9067453324.000,2.861,1,CNY,0,
CHNAFA2,,CN000543,ANHUIWENERGYCOLTD,0.673,0.748,21.200,31.266,1.000,-1.151,-0.873,-1.501,2.013,-1.612,-0.748,2.729,1.684,-0.612,1.104,UTILITIE,32,4.000,9067453324.000,2.861,0,CNY,0,
CHNAFD1,,CN600855,BEIJINGAEROSPACECHANGFENGCOLTD,1.157,1.328,45.411,59.193,1.000,0.562,-1.516,-1.885,-0.413,-0.006,0.375,-0.553,-0.974,0.454,0.815,INDCONG,10,13.700,6007951872.100,0.206,1,CNY,0,
CHNAFE1,,CN600691,YANGMEICHEMICALCOLTD,0.704,0.904,27.545,37.190,1.000,-1.043,-0.818,-2.002,-0.732,0.147,-0.492,1.173,2.777,-0.741,0.661,CHEM,2,2.230,5298439752.960,0.000,1,CNY,0,
CHNAFF1,,CN600693,FUJIANDONGBAIGROUPCOLTD,0.499,0.743,25.060,34.353,1.000,-1.767,-1.435,-2.282,0.865,-0.436,0.535,0.736,2.261,-1.484,0.152,RETAIL,22,4.370,3925261376.760,0.000,1,CNY,0,
CHNAFF2,,CN600693,FUJIANDONGBAIGROUPCOLTD,0.499,0.743,25.060,34.353,1.000,-1.767,-1.435,-2.282,0.865,-0.436,0.535,0.736,2.261,-1.484,0.152,RETAIL,22,4.370,3925261376.760,0.000,0,CNY,0,
CHNAFG1,,CN000529,GUANGDONGGUANGHONGHOLDINGSCOLTD,1.173,1.025,27.407,39.932,1.000,0.619,-1.065,-2.236,0.843,-1.478,0.179,0.086,-1.188,-0.417,0.250,FOODPROD,25,7.060,4121560224.000,1.445,1,CNY,0,
CHNAFI1,,CN600801,HUAXINCEMENTCOLTD,0.940,0.952,23.802,36.083,1.000,-0.206,-0.027,-0.057,2.129,-0.576,1.084,-0.037,-0.428,0.504,0.311,CONMAT,3,23.500,32004176592.500,4.937,1,CNY,0,
CHNAFI3,,CN600801,HUAXINCEMENTCOLTD,0.940,0.952,23.802,36.083,1.000,-0.206,-0.027,-0.057,2.129,-0.576,1.084,-0.037,-0.428,0.504,0.311,CONMAT,3,23.500,32004176592.500,4.937,0,CNY,0,
CHNAFJ1,,CN000550,JIANGLINGMOTORSCORPLTD,1.248,1.409,47.732,59.410,1.000,0.884,0.449,-1.253,-0.605,1.074,-1.180,0.639,-1.179,1.382,1.140,AUTO,17,18.890,9807952460.000,0.358,1,CNY,0,
CHNAFJ3,,CN000550,JIANGLINGMOTORSCORPLTD,1.248,1.409,47.732,59.410,1.000,0.884,0.449,-1.253,-0.605,1.074,-1.180,0.639,-1.179,1.382,1.140,AUTO,17,18.890,9807952460.000,0.358,0,CNY,0,
CHNAFK1,,CN600854,JIANGSUCHUNLANREFREQUIP,0.883,0.857,25.989,36.001,1.000,-0.409,-0.872,-2.891,-0.533,-1.169,0.021,1.766,-1.196,-0.717,-1.762,HOUSEDUR,18,3.930,2041472298.000,0.998,1,CNY,0,
CHNAFL1,,CN600805,JIANGSUYUEDAINVESTMENTCOLTD,0.701,0.960,32.905,48.239,1.000,-1.053,-1.556,-2.111,-2.606,-0.342,-0.170,2.729,-0.568,-0.397,0.488,INDCONG,10,5.540,4713955496.760,0.000,1,CNY,0,
CHNAFL2,,CN600805,JIANGSUYUEDAINVESTMENTCOLTD,0.701,0.960,32.905,48.239,1.000,-1.053,-1.556,-2.111,-2.606,-0.342,-0.170,2.729,-0.568,-0.397,0.488,INDCONG,10,5.540,4713955496.760,0.000,0,CNY,0,
CHNAFN1,,CN600698,HUNANTYENMACHINERYCOLTD,0.541,0.767,31.253,41.068,1.000,-1.620,-1.749,-2.855,-0.664,-0.007,-0.698,-0.296,-0.727,-1.446,-1.614,AUTO,17,2.280,1902454872.960,0.000,1,CNY,0,
CHNAFO1,,CN600699,LIAOYUANJOYSONELECTRONICCORP.,1.409,1.331,37.536,49.854,1.000,1.453,-0.203,-0.318,-0.404,-0.714,2.087,-0.018,1.987,1.372,0.574,AUTO,17,23.550,32218392895.200,0.282,1,CNY,0,
CHNAFO2,,CN600699,LIAOYUANJOYSONELECTRONICCORP.,1.409,1.331,37.536,49.854,1.000,1.453,-0.203,-0.318,-0.404,-0.714,2.087,-0.018,1.987,1.372,0.574,AUTO,17,23.550,32218392895.200,0.282,0,CNY,0,
CHNAFP1,,CN000568,LUZHOULAOJIAO-A,1.082,1.018,25.794,43.625,1.000,0.297,2.196,1.080,-0.804,0.661,0.544,-1.154,-0.798,0.704,-0.604,BEV,24,190.010,278317617964.760,0.867,1,CNY,0,
CHNAFP2,,CN000568,LUZHOULAOJIAO-A,1.082,1.018,25.794,43.625,1.000,0.297,2.196,1.080,-0.804,0.661,0.544,-1.154,-0.798,0.704,-0.604,BEV,24,190.010,278317617964.760,0.867,0,CNY,0,
CHNAFQ1,,CN600868,GUANGDONGMEIYANJIXIANGHYDROPOWER,0.646,0.782,25.891,34.146,1.000,-1.247,-1.368,-1.889,-0.663,-1.000,-0.800,-0.165,-1.196,-0.149,0.810,UTILITIE,32,3.150,5979168405.000,0.314,1,CNY,0,
CHNAFR2,,CN600754,SHANGHAIJINJIANGINTERNATIONALHO,0.728,0.894,33.356,42.123,1.000,-0.957,1.733,-0.045,-0.742,1.751,0.643,-0.524,1.759,0.013,0.299,CONSSERV,20,51.470,41275668566.800,1.236,1,CNY,0,
CHNAFR3,,CN600754,SHANGHAIJINJIANGINTERNATIONALHO,0.728,0.894,33.356,42.123,1.000,-0.957,1.733,-0.045,-0.742,1.751,0.643,-0.524,1.759,0.013,0.299,CONSSERV,20,51.470,41275668566.800,1.236,0,CNY,0,
CHNAFS1,,CN600628,SHANGHAINEWWORLDCOLTD,0.672,0.885,33.172,42.063,1.000,-1.157,-1.574,-1.953,-0.332,0.328,-1.444,1.029,-0.918,-1.976,0.729,RETAIL,22,8.630,5582534563.920,0.342,1,CNY,0,
CHNAFS2,,CN600628,SHANGHAINEWWORLDCOLTD,0.672,0.885,33.172,42.063,1.000,-1.157,-1.574,-1.953,-0.332,0.328,-1.444,1.029,-0.918,-1.976,0.729,RETAIL,22,8.630,5582534563.920,0.342,0,CNY,0,
CHNAFT1,,CN600830,SUNNYLOANTOPCOLTD,1.172,1.099,35.871,47.204,1.000,0.615,-1.592,-2.684,-0.876,-1.132,-2.806,1.105,-1.196,-0.279,-0.977,RETAIL,22,5.610,2548750610.670,0.338,1,CNY,0,
CHNAFT2,,CN600830,SUNNYLOANTOPCOLTD,1.172,1.099,35.871,47.204,1.000,0.615,-1.592,-2.684,-0.876,-1.132,-2.806,1.105,-1.196,-0.279,-0.977,RETAIL,22,5.610,2548750610.670,0.338,0,CNY,0,
CHNAFU1,,CN600662,SHANGHAIQIANGSHENGHOLDINGCOLTD,1.016,1.122,55.073,61.339,1.000,0.063,-0.041,-1.505,-0.301,0.633,-1.390,-0.298,-0.507,-0.377,1.103,RDRLTRAN,16,8.570,9027313976.870,0.455,1,CNY,0,
CHNAFU2,,CN600662,SHANGHAIQIANGSHENGHOLDINGCOLTD,1.016,1.122,55.073,61.339,1.000,0.063,-0.041,-1.505,-0.301,0.633,-1.390,-0.298,-0.507,-0.377,1.103,RDRLTRAN,16,8.570,9027313976.870,0.455,0,CNY,0,
CHNAFV1,,CN600869,FAREASTSMARTERENERGYCOLTD,0.700,0.842,26.645,35.669,1.000,-1.058,-1.600,-1.566,-0.275,-0.860,-0.410,0.448,0.284,-0.601,1.076,ELECEQP,9,3.810,8455733962.260,0.306,1,CNY,0,
CHNAFV2,,CN600869,FAREASTSMARTERENERGYCOLTD,0.700,0.842,26.645,35.669,1.000,-1.058,-1.600,-1.566,-0.275,-0.860,-0.410,0.448,0.284,-0.601,1.076,ELECEQP,9,3.810,8455733962.260,0.306,0,CNY,0,
